LAT,LON,RH2M,DATE
-39.5,145.625,89.19,2006-10-13
-39,143.125,85.7,2006-10-13
-39,143.75,83.16,2006-10-13
-39,144.375,85.4,2006-10-13
-39,145,88.63,2006-10-13
-39,145.625,86.94,2006-10-13
-38.5,143.125,76.08,2006-10-13
-38.5,143.75,71.96,2006-10-13
-38.5,144.375,80.48,2006-10-13
-38.5,145,81.48,2006-10-13
-38.5,145.625,72.88,2006-10-13
-38,143.125,66.02,2006-10-13
-38,143.75,65.18,2006-10-13
-38,144.375,66.31,2006-10-13
-38,145,69.23,2006-10-13
-38,145.625,60.52,2006-10-13
-40,143.125,72.43,2006-10-14
-40,143.75,71.45,2006-10-14
-40,144.375,70.39,2006-10-14
-40,145,70.27,2006-10-14
-40,145.625,70.13,2006-10-14
-39.5,143.125,71.7,2006-10-14
-39.5,143.75,70.46,2006-10-14
-39.5,144.375,70.09,2006-10-14
-39.5,145,70.08,2006-10-14
-39.5,145.625,70.54,2006-10-14
-39,143.125,71.12,2006-10-14
-39,143.75,68.62,2006-10-14
-39,144.375,69.62,2006-10-14
-39,145,70.34,2006-10-14
-39,145.625,68.82,2006-10-14
-38.5,143.125,60.69,2006-10-14
-38.5,143.75,63.85,2006-10-14
-38.5,144.375,67.75,2006-10-14
-38.5,145,66.31,2006-10-14
-38.5,145.625,60.28,2006-10-14
-38,143.125,59.27,2006-10-14
-38,143.75,61.43,2006-10-14
-38,144.375,61.78,2006-10-14
-38,145,62.03,2006-10-14
-38,145.625,57.15,2006-10-14
-40,143.125,70.7,2006-10-15
-40,143.75,70.18,2006-10-15
-40,144.375,68.36,2006-10-15
-40,145,67.02,2006-10-15
-40,145.625,65.01,2006-10-15
-39.5,143.125,69.29,2006-10-15
-39.5,143.75,69.32,2006-10-15
-39.5,144.375,68.38,2006-10-15
-39.5,145,68.16,2006-10-15
-39.5,145.625,66.48,2006-10-15
-39,143.125,69.36,2006-10-15
-39,143.75,68.81,2006-10-15
-39,144.375,68.81,2006-10-15
-39,145,69.2,2006-10-15
-39,145.625,67.54,2006-10-15
-38.5,143.125,70.3,2006-10-15
-38.5,143.75,65.74,2006-10-15
-38.5,144.375,67.85,2006-10-15
-38.5,145,68.37,2006-10-15
-38.5,145.625,70.29,2006-10-15
-38,143.125,68.16,2006-10-15
-38,143.75,64.93,2006-10-15
-38,144.375,63.51,2006-10-15
-38,145,67.74,2006-10-15
-38,145.625,69.03,2006-10-15
-40,143.125,75.15,2006-10-16
-40,143.75,76.16,2006-10-16
-40,144.375,78.13,2006-10-16
-40,145,79.39,2006-10-16
-40,145.625,80.44,2006-10-16
-39.5,143.125,73.89,2006-10-16
-39.5,143.75,75.1,2006-10-16
-39.5,144.375,76.91,2006-10-16
-39.5,145,78.84,2006-10-16
-39.5,145.625,79.94,2006-10-16
-39,143.125,69.59,2006-10-16
-39,143.75,69.16,2006-10-16
-39,144.375,74.44,2006-10-16
-39,145,76.07,2006-10-16
-39,145.625,74.54,2006-10-16
-38.5,143.125,53.21,2006-10-16
-38.5,143.75,59.26,2006-10-16
-38.5,144.375,66.98,2006-10-16
-38.5,145,67.81,2006-10-16
-38.5,145.625,60.38,2006-10-16
-38,143.125,46.84,2006-10-16
-38,143.75,50.06,2006-10-16
-38,144.375,54.89,2006-10-16
-38,145,58.05,2006-10-16
-38,145.625,49.2,2006-10-16
-40,143.125,77.79,2006-10-17
-40,143.75,74.82,2006-10-17
-40,144.375,76.85,2006-10-17
-40,145,78.89,2006-10-17
-40,145.625,81.92,2006-10-17
-39.5,143.125,76.14,2006-10-17
-39.5,143.75,72.76,2006-10-17
-39.5,144.375,74.27,2006-10-17
-39.5,145,76.17,2006-10-17
-39.5,145.625,78.88,2006-10-17
-39,143.125,71.73,2006-10-17
-39,143.75,67.09,2006-10-17
-39,144.375,70.72,2006-10-17
-39,145,72.38,2006-10-17
-39,145.625,70.75,2006-10-17
-38.5,143.125,58.15,2006-10-17
-38.5,143.75,58.63,2006-10-17
-38.5,144.375,63.76,2006-10-17
-38.5,145,64.91,2006-10-17
-38.5,145.625,56.55,2006-10-17
-38,143.125,57.07,2006-10-17
-38,143.75,54.06,2006-10-17
-38,144.375,52.75,2006-10-17
-38,145,54.66,2006-10-17
-38,145.625,49.31,2006-10-17
-40,143.125,78.6,2006-10-18
-40,143.75,77.63,2006-10-18
-40,144.375,76.92,2006-10-18
-40,145,77.42,2006-10-18
-40,145.625,77.59,2006-10-18
-39.5,143.125,78.94,2006-10-18
-39.5,143.75,77.87,2006-10-18
-39.5,144.375,78.14,2006-10-18
-39.5,145,78.98,2006-10-18
-39.5,145.625,79.7,2006-10-18
-39,143.125,79.06,2006-10-18
-39,143.75,76.79,2006-10-18
-39,144.375,77.4,2006-10-18
-39,145,79.08,2006-10-18
-39,145.625,78.1,2006-10-18
-38.5,143.125,72.22,2006-10-18
-38.5,143.75,70.32,2006-10-18
-38.5,144.375,72.99,2006-10-18
-38.5,145,73.25,2006-10-18
-38.5,145.625,66.39,2006-10-18
-38,143.125,67.65,2006-10-18
-38,143.75,64.99,2006-10-18
-38,144.375,63.02,2006-10-18
-38,145,64.84,2006-10-18
-38,145.625,56.24,2006-10-18
-40,143.125,82.17,2006-10-19
-40,143.75,81.94,2006-10-19
-40,144.375,81.24,2006-10-19
-40,145,81.72,2006-10-19
-40,145.625,82.03,2006-10-19
-39.5,143.125,82.2,2006-10-19
-39.5,143.75,81.65,2006-10-19
-39.5,144.375,81.52,2006-10-19
-39.5,145,81.49,2006-10-19
-39.5,145.625,80.96,2006-10-19
-39,143.125,81.98,2006-10-19
-39,143.75,80.33,2006-10-19
-39,144.375,80.36,2006-10-19
-39,145,80.24,2006-10-19
-39,145.625,80.04,2006-10-19
-38.5,143.125,76.95,2006-10-19
-38.5,143.75,73.96,2006-10-19
-38.5,144.375,78.87,2006-10-19
-38.5,145,79.78,2006-10-19
-38.5,145.625,77.01,2006-10-19
-38,143.125,70.68,2006-10-19
-38,143.75,69.35,2006-10-19
-38,144.375,71.22,2006-10-19
-38,145,73.84,2006-10-19
-38,145.625,65.95,2006-10-19
-40,143.125,70.25,2006-10-20
-40,143.75,70.63,2006-10-20
-40,144.375,70.71,2006-10-20
-40,145,70.77,2006-10-20
-40,145.625,70.46,2006-10-20
-39.5,143.125,70.2,2006-10-20
-39.5,143.75,70.24,2006-10-20
-39.5,144.375,70.65,2006-10-20
-39.5,145,71,2006-10-20
-39.5,145.625,71.38,2006-10-20
-39,143.125,69.92,2006-10-20
-39,143.75,70.51,2006-10-20
-39,144.375,70.95,2006-10-20
-39,145,71.14,2006-10-20
-39,145.625,70.12,2006-10-20
-38.5,143.125,66.23,2006-10-20
-38.5,143.75,69.17,2006-10-20
-38.5,144.375,69.76,2006-10-20
-38.5,145,68.9,2006-10-20
-38.5,145.625,66.09,2006-10-20
-38,143.125,68.78,2006-10-20
-38,143.75,69.52,2006-10-20
-38,144.375,66.03,2006-10-20
-38,145,67.2,2006-10-20
-38,145.625,69.98,2006-10-20
-40,143.125,68.32,2006-10-21
-40,143.75,68.21,2006-10-21
-40,144.375,67.14,2006-10-21
-40,145,66.82,2006-10-21
-40,145.625,67.3,2006-10-21
-39.5,143.125,66.85,2006-10-21
-39.5,143.75,66.16,2006-10-21
-39.5,144.375,65.65,2006-10-21
-39.5,145,65.51,2006-10-21
-39.5,145.625,65.92,2006-10-21
-39,143.125,63.83,2006-10-21
-39,143.75,64.41,2006-10-21
-39,144.375,64.51,2006-10-21
-39,145,64.03,2006-10-21
-39,145.625,64.01,2006-10-21
-38.5,143.125,60.87,2006-10-21
-38.5,143.75,60.37,2006-10-21
-38.5,144.375,61.61,2006-10-21
-38.5,145,61.15,2006-10-21
-38.5,145.625,61.68,2006-10-21
-38,143.125,62.59,2006-10-21
-38,143.75,60.39,2006-10-21
-38,144.375,60.57,2006-10-21
-38,145,61.09,2006-10-21
-38,145.625,62.59,2006-10-21
-40,143.125,74.26,2006-10-22
-40,143.75,74.63,2006-10-22
-40,144.375,73.45,2006-10-22
-40,145,73.27,2006-10-22
-40,145.625,73.83,2006-10-22
-39.5,143.125,75.03,2006-10-22
-39.5,143.75,73.99,2006-10-22
-39.5,144.375,72.61,2006-10-22
-39.5,145,72.58,2006-10-22
-39.5,145.625,72.46,2006-10-22
-39,143.125,74.8,2006-10-22
-39,143.75,71.7,2006-10-22
-39,144.375,71.68,2006-10-22
-39,145,71.95,2006-10-22
-39,145.625,71.04,2006-10-22
-38.5,143.125,67.08,2006-10-22
-38.5,143.75,66.8,2006-10-22
-38.5,144.375,70.43,2006-10-22
-38.5,145,69.54,2006-10-22
-38.5,145.625,67.39,2006-10-22
-38,143.125,60.2,2006-10-22
-38,143.75,63,2006-10-22
-38,144.375,65.05,2006-10-22
-38,145,64.92,2006-10-22
-38,145.625,59.62,2006-10-22
-40,143.125,84.8,2006-10-23
-40,143.75,83.44,2006-10-23
-40,144.375,83.1,2006-10-23
-40,145,82.7,2006-10-23
-40,145.625,82.45,2006-10-23
-39.5,143.125,82.58,2006-10-23
-39.5,143.75,82.28,2006-10-23
-39.5,144.375,82.88,2006-10-23
-39.5,145,82.29,2006-10-23
-39.5,145.625,81.94,2006-10-23
-39,143.125,74.87,2006-10-23
-39,143.75,74.7,2006-10-23
-39,144.375,81.46,2006-10-23
-39,145,80.47,2006-10-23
-39,145.625,76.51,2006-10-23
-38.5,143.125,51.89,2006-10-23
-38.5,143.75,61.41,2006-10-23
-38.5,144.375,71.02,2006-10-23
-38.5,145,71.29,2006-10-23
-38.5,145.625,60.17,2006-10-23
-38,143.125,49.63,2006-10-23
-38,143.75,50.07,2006-10-23
-38,144.375,56.58,2006-10-23
-38,145,58.84,2006-10-23
-38,145.625,46.07,2006-10-23
-40,143.125,81.99,2006-10-24
-40,143.75,80.69,2006-10-24
-40,144.375,82.32,2006-10-24
-40,145,86.42,2006-10-24
-40,145.625,89.05,2006-10-24
-39.5,143.125,76.88,2006-10-24
-39.5,143.75,73.36,2006-10-24
-39.5,144.375,73.09,2006-10-24
-39.5,145,78.46,2006-10-24
-39.5,145.625,80.67,2006-10-24
-39,143.125,73.46,2006-10-24
-39,143.75,65.52,2006-10-24
-39,144.375,67.49,2006-10-24
-39,145,70.01,2006-10-24
-39,145.625,66.19,2006-10-24
-38.5,143.125,57.81,2006-10-24
-38.5,143.75,57.27,2006-10-24
-38.5,144.375,59.25,2006-10-24
-38.5,145,56.22,2006-10-24
-38.5,145.625,52.46,2006-10-24
-38,143.125,53.65,2006-10-24
-38,143.75,51.32,2006-10-24
-38,144.375,50.21,2006-10-24
-38,145,51.32,2006-10-24
-38,145.625,44.66,2006-10-24
-40,143.125,72.81,2006-10-25
-40,143.75,73.73,2006-10-25
-40,144.375,73.86,2006-10-25
-40,145,73.95,2006-10-25
-40,145.625,73.79,2006-10-25
-39.5,143.125,72.83,2006-10-25
-39.5,143.75,72.71,2006-10-25
-39.5,144.375,73.57,2006-10-25
-39.5,145,74.13,2006-10-25
-39.5,145.625,74.63,2006-10-25
-39,143.125,72.53,2006-10-25
-39,143.75,71.33,2006-10-25
-39,144.375,73.27,2006-10-25
-39,145,73.76,2006-10-25
-39,145.625,73.56,2006-10-25
-38.5,143.125,64.85,2006-10-25
-38.5,143.75,64.37,2006-10-25
-38.5,144.375,69.41,2006-10-25
-38.5,145,70.72,2006-10-25
-38.5,145.625,70.69,2006-10-25
-38,143.125,62.57,2006-10-25
-38,143.75,61.41,2006-10-25
-38,144.375,62.13,2006-10-25
-38,145,64.26,2006-10-25
-38,145.625,67.17,2006-10-25
-40,143.125,82.76,2006-10-26
-40,143.75,82.56,2006-10-26
-40,144.375,81.2,2006-10-26
-40,145,80.99,2006-10-26
-40,145.625,81.13,2006-10-26
-39.5,143.125,82.24,2006-10-26
-39.5,143.75,81.36,2006-10-26
-39.5,144.375,80.68,2006-10-26
-39.5,145,80.67,2006-10-26
-39.5,145.625,80.7,2006-10-26
-39,143.125,80.55,2006-10-26
-39,143.75,78,2006-10-26
-39,144.375,79.37,2006-10-26
-39,145,79.96,2006-10-26
-39,145.625,78.78,2006-10-26
-38.5,143.125,71.24,2006-10-26
-38.5,143.75,68.18,2006-10-26
-38.5,144.375,73.59,2006-10-26
-38.5,145,75.34,2006-10-26
-38.5,145.625,70.97,2006-10-26
-38,143.125,65.07,2006-10-26
-38,143.75,62.12,2006-10-26
-38,144.375,65.99,2006-10-26
-38,145,67.34,2006-10-26
-38,145.625,63.35,2006-10-26
-40,143.125,68.94,2006-10-27
-40,143.75,68.02,2006-10-27
-40,144.375,67.69,2006-10-27
-40,145,68.31,2006-10-27
-40,145.625,69.51,2006-10-27
-39.5,143.125,69.27,2006-10-27
-39.5,143.75,68.67,2006-10-27
-39.5,144.375,68.86,2006-10-27
-39.5,145,69.06,2006-10-27
-39.5,145.625,69.39,2006-10-27
-39,143.125,69.77,2006-10-27
-39,143.75,69.96,2006-10-27
-39,144.375,70.19,2006-10-27
-39,145,70.19,2006-10-27
-39,145.625,69.78,2006-10-27
-38.5,143.125,66.56,2006-10-27
-38.5,143.75,70.74,2006-10-27
-38.5,144.375,70.31,2006-10-27
-38.5,145,68.92,2006-10-27
-38.5,145.625,69.42,2006-10-27
-38,143.125,70.71,2006-10-27
-38,143.75,72.02,2006-10-27
-38,144.375,67.22,2006-10-27
-38,145,66.59,2006-10-27
-38,145.625,74.84,2006-10-27
-40,143.125,70.47,2006-10-28
-40,143.75,70.53,2006-10-28
-40,144.375,70.23,2006-10-28
-40,145,69.81,2006-10-28
-40,145.625,67.85,2006-10-28
-39.5,143.125,70.15,2006-10-28
-39.5,143.75,69.23,2006-10-28
-39.5,144.375,69.24,2006-10-28
-39.5,145,69.46,2006-10-28
-39.5,145.625,68.03,2006-10-28
-39,143.125,69.28,2006-10-28
-39,143.75,68.2,2006-10-28
-39,144.375,68.47,2006-10-28
-39,145,68.22,2006-10-28
-39,145.625,65.68,2006-10-28
-38.5,143.125,65.79,2006-10-28
-38.5,143.75,64.49,2006-10-28
-38.5,144.375,65.93,2006-10-28
-38.5,145,64.47,2006-10-28
-38.5,145.625,62.4,2006-10-28
-38,143.125,65.39,2006-10-28
-38,143.75,64.63,2006-10-28
-38,144.375,62.31,2006-10-28
-38,145,61.64,2006-10-28
-38,145.625,63.18,2006-10-28
-40,143.125,72.36,2006-10-29
-40,143.75,74.93,2006-10-29
-40,144.375,75.52,2006-10-29
-40,145,75.55,2006-10-29
-40,145.625,74.55,2006-10-29
-39.5,143.125,71.11,2006-10-29
-39.5,143.75,72.59,2006-10-29
-39.5,144.375,73.8,2006-10-29
-39.5,145,73.14,2006-10-29
-39.5,145.625,72.22,2006-10-29
-39,143.125,71.87,2006-10-29
-39,143.75,72.47,2006-10-29
-39,144.375,73.51,2006-10-29
-39,145,71.78,2006-10-29
-39,145.625,69.81,2006-10-29
-38.5,143.125,71.16,2006-10-29
-38.5,143.75,69.71,2006-10-29
-38.5,144.375,70.96,2006-10-29
-38.5,145,69.44,2006-10-29
-38.5,145.625,70.24,2006-10-29
-38,143.125,68.76,2006-10-29
-38,143.75,68.22,2006-10-29
-38,144.375,67.99,2006-10-29
-38,145,69.61,2006-10-29
-38,145.625,69.5,2006-10-29
-40,143.125,76.2,2006-10-30
-40,143.75,77.08,2006-10-30
-40,144.375,78.19,2006-10-30
-40,145,79.33,2006-10-30
-40,145.625,79.29,2006-10-30
-39.5,143.125,73.68,2006-10-30
-39.5,143.75,73.49,2006-10-30
-39.5,144.375,74.74,2006-10-30
-39.5,145,75.52,2006-10-30
-39.5,145.625,76.14,2006-10-30
-39,143.125,75.65,2006-10-30
-39,143.75,73.45,2006-10-30
-39,144.375,75.11,2006-10-30
-39,145,74.97,2006-10-30
-39,145.625,73.77,2006-10-30
-38.5,143.125,71.5,2006-10-30
-38.5,143.75,68.94,2006-10-30
-38.5,144.375,75.02,2006-10-30
-38.5,145,73.67,2006-10-30
-38.5,145.625,72.26,2006-10-30
-38,143.125,65.47,2006-10-30
-38,143.75,64.87,2006-10-30
-38,144.375,68.27,2006-10-30
-38,145,70.14,2006-10-30
-38,145.625,67.26,2006-10-30
-40,143.125,80.85,2006-10-31
-40,143.75,80.69,2006-10-31
-40,144.375,80.37,2006-10-31
-40,145,80.6,2006-10-31
-40,145.625,80.94,2006-10-31
-39.5,143.125,80.28,2006-10-31
-39.5,143.75,78.46,2006-10-31
-39.5,144.375,79.66,2006-10-31
-39.5,145,81.11,2006-10-31
-39.5,145.625,81.29,2006-10-31
-39,143.125,80.73,2006-10-31
-39,143.75,77.87,2006-10-31
-39,144.375,81.14,2006-10-31
-39,145,81.81,2006-10-31
-39,145.625,81.2,2006-10-31
-38.5,143.125,73,2006-10-31
-38.5,143.75,73.43,2006-10-31
-38.5,144.375,81.03,2006-10-31
-38.5,145,81.23,2006-10-31
-38.5,145.625,76.04,2006-10-31
-38,143.125,64.32,2006-10-31
-38,143.75,66.66,2006-10-31
-38,144.375,73.83,2006-10-31
-38,145,77.5,2006-10-31
-38,145.625,68.16,2006-10-31
-40,143.125,82.38,2006-11-01
-40,143.75,84.24,2006-11-01
-40,144.375,86.87,2006-11-01
-40,145,88.85,2006-11-01
-40,145.625,89.12,2006-11-01
-39.5,143.125,84.81,2006-11-01
-39.5,143.75,85.2,2006-11-01
-39.5,144.375,89.35,2006-11-01
-39.5,145,90.72,2006-11-01
-39.5,145.625,90.76,2006-11-01
-39,143.125,87.37,2006-11-01
-39,143.75,83.73,2006-11-01
-39,144.375,90.49,2006-11-01
-39,145,90.53,2006-11-01
-39,145.625,87.81,2006-11-01
-38.5,143.125,68.34,2006-11-01
-38.5,143.75,73.01,2006-11-01
-38.5,144.375,85.63,2006-11-01
-38.5,145,85.29,2006-11-01
-38.5,145.625,75.01,2006-11-01
-38,143.125,60.39,2006-11-01
-38,143.75,63.18,2006-11-01
-38,144.375,70.07,2006-11-01
-38,145,71.83,2006-11-01
-38,145.625,62.01,2006-11-01
-40,143.125,84.68,2006-11-02
-40,143.75,83.65,2006-11-02
-40,144.375,83.12,2006-11-02
-40,145,85.19,2006-11-02
-40,145.625,86.47,2006-11-02
-39.5,143.125,85.18,2006-11-02
-39.5,143.75,83.75,2006-11-02
-39.5,144.375,84.45,2006-11-02
-39.5,145,86.58,2006-11-02
-39.5,145.625,87.9,2006-11-02
-39,143.125,84.48,2006-11-02
-39,143.75,81.93,2006-11-02
-39,144.375,84.43,2006-11-02
-39,145,86.88,2006-11-02
-39,145.625,87.85,2006-11-02
-38.5,143.125,73.1,2006-11-02
-38.5,143.75,75.07,2006-11-02
-38.5,144.375,81.04,2006-11-02
-38.5,145,85.01,2006-11-02
-38.5,145.625,90.54,2006-11-02
-38,143.125,71.21,2006-11-02
-38,143.75,75,2006-11-02
-38,144.375,78.84,2006-11-02
-38,145,84.34,2006-11-02
-38,145.625,89.65,2006-11-02
-40,143.125,88.56,2006-11-03
-40,143.75,86.35,2006-11-03
-40,144.375,84.98,2006-11-03
-40,145,85.52,2006-11-03
-40,145.625,86.33,2006-11-03
-39.5,143.125,87.41,2006-11-03
-39.5,143.75,84.61,2006-11-03
-39.5,144.375,84.15,2006-11-03
-39.5,145,85.52,2006-11-03
-39.5,145.625,85.49,2006-11-03
-39,143.125,84.52,2006-11-03
-39,143.75,82.03,2006-11-03
-39,144.375,82.93,2006-11-03
-39,145,83.9,2006-11-03
-39,145.625,82.67,2006-11-03
-38.5,143.125,75.46,2006-11-03
-38.5,143.75,73.36,2006-11-03
-38.5,144.375,76.89,2006-11-03
-38.5,145,79.05,2006-11-03
-38.5,145.625,76.21,2006-11-03
-38,143.125,69.21,2006-11-03
-38,143.75,67.62,2006-11-03
-38,144.375,70.31,2006-11-03
-38,145,72.53,2006-11-03
-38,145.625,69.32,2006-11-03
-40,143.125,80.56,2006-11-04
-40,143.75,80.61,2006-11-04
-40,144.375,81.03,2006-11-04
-40,145,82.36,2006-11-04
-40,145.625,83.37,2006-11-04
-39.5,143.125,81.49,2006-11-04
-39.5,143.75,80.12,2006-11-04
-39.5,144.375,80.79,2006-11-04
-39.5,145,81.43,2006-11-04
-39.5,145.625,81.78,2006-11-04
-39,143.125,82.03,2006-11-04
-39,143.75,79.36,2006-11-04
-39,144.375,81.19,2006-11-04
-39,145,81.02,2006-11-04
-39,145.625,79.21,2006-11-04
-38.5,143.125,72.56,2006-11-04
-38.5,143.75,71.63,2006-11-04
-38.5,144.375,77.9,2006-11-04
-38.5,145,78,2006-11-04
-38.5,145.625,75.4,2006-11-04
-38,143.125,67.72,2006-11-04
-38,143.75,67.3,2006-11-04
-38,144.375,71.08,2006-11-04
-38,145,72.86,2006-11-04
-38,145.625,71.25,2006-11-04
-40,143.125,80.05,2006-11-05
-40,143.75,84.77,2006-11-05
-40,144.375,85.61,2006-11-05
-40,145,85.09,2006-11-05
-40,145.625,84.15,2006-11-05
-39.5,143.125,84.77,2006-11-05
-39.5,143.75,86.97,2006-11-05
-39.5,144.375,87.24,2006-11-05
-39.5,145,86.24,2006-11-05
-39.5,145.625,85.71,2006-11-05
-39,143.125,87.71,2006-11-05
-39,143.75,87.28,2006-11-05
-39,144.375,87.39,2006-11-05
-39,145,87.24,2006-11-05
-39,145.625,86.18,2006-11-05
-38.5,143.125,82.07,2006-11-05
-38.5,143.75,81.57,2006-11-05
-38.5,144.375,86.01,2006-11-05
-38.5,145,83.88,2006-11-05
-38.5,145.625,74.94,2006-11-05
-38,143.125,72.27,2006-11-05
-38,143.75,73.5,2006-11-05
-38,144.375,77.67,2006-11-05
-38,145,76.62,2006-11-05
-38,145.625,64.69,2006-11-05
-40,143.125,83.38,2006-11-06
-40,143.75,82.42,2006-11-06
-40,144.375,82.15,2006-11-06
-40,145,82.02,2006-11-06
-40,145.625,80.47,2006-11-06
-39.5,143.125,84.2,2006-11-06
-39.5,143.75,82.74,2006-11-06
-39.5,144.375,83.01,2006-11-06
-39.5,145,82.51,2006-11-06
-39.5,145.625,80.62,2006-11-06
-39,143.125,85.35,2006-11-06
-39,143.75,84.1,2006-11-06
-39,144.375,83.82,2006-11-06
-39,145,81.71,2006-11-06
-39,145.625,78.34,2006-11-06
-38.5,143.125,79.87,2006-11-06
-38.5,143.75,81.16,2006-11-06
-38.5,144.375,81.78,2006-11-06
-38.5,145,77.51,2006-11-06
-38.5,145.625,72.69,2006-11-06
-38,143.125,72.28,2006-11-06
-38,143.75,76.59,2006-11-06
-38,144.375,76.23,2006-11-06
-38,145,72.45,2006-11-06
-38,145.625,70.69,2006-11-06
-40,143.125,76.66,2006-11-07
-40,143.75,75.95,2006-11-07
-40,144.375,74.78,2006-11-07
-40,145,73.93,2006-11-07
-40,145.625,72.3,2006-11-07
-39.5,143.125,76.8,2006-11-07
-39.5,143.75,75.16,2006-11-07
-39.5,144.375,74.96,2006-11-07
-39.5,145,74.62,2006-11-07
-39.5,145.625,73.38,2006-11-07
-39,143.125,76.99,2006-11-07
-39,143.75,74.6,2006-11-07
-39,144.375,75.56,2006-11-07
-39,145,74.95,2006-11-07
-39,145.625,72.4,2006-11-07
-38.5,143.125,66.34,2006-11-07
-38.5,143.75,66.88,2006-11-07
-38.5,144.375,72.49,2006-11-07
-38.5,145,71.42,2006-11-07
-38.5,145.625,65.33,2006-11-07
-38,143.125,61.64,2006-11-07
-38,143.75,60.98,2006-11-07
-38,144.375,64.87,2006-11-07
-38,145,65.55,2006-11-07
-38,145.625,60.84,2006-11-07
-40,143.125,77.92,2006-11-08
-40,143.75,77.36,2006-11-08
-40,144.375,77.58,2006-11-08
-40,145,79.25,2006-11-08
-40,145.625,78.76,2006-11-08
-39.5,143.125,78.02,2006-11-08
-39.5,143.75,76.63,2006-11-08
-39.5,144.375,77.65,2006-11-08
-39.5,145,79.03,2006-11-08
-39.5,145.625,77.6,2006-11-08
-39,143.125,77.87,2006-11-08
-39,143.75,76.12,2006-11-08
-39,144.375,77.11,2006-11-08
-39,145,77.74,2006-11-08
-39,145.625,75.39,2006-11-08
-38.5,143.125,70.04,2006-11-08
-38.5,143.75,71.13,2006-11-08
-38.5,144.375,74.63,2006-11-08
-38.5,145,75.61,2006-11-08
-38.5,145.625,72.29,2006-11-08
-38,143.125,64.81,2006-11-08
-38,143.75,67.16,2006-11-08
-38,144.375,68.13,2006-11-08
-38,145,71.97,2006-11-08
-38,145.625,66.83,2006-11-08
-40,143.125,79.12,2006-11-09
-40,143.75,79.56,2006-11-09
-40,144.375,77.71,2006-11-09
-40,145,82.16,2006-11-09
-40,145.625,74.92,2006-11-09
-39.5,143.125,79.45,2006-11-09
-39.5,143.75,76.47,2006-11-09
-39.5,144.375,78.26,2006-11-09
-39.5,145,79.64,2006-11-09
-39.5,145.625,72.03,2006-11-09
-39,143.125,80.36,2006-11-09
-39,143.75,74.91,2006-11-09
-39,144.375,78.7,2006-11-09
-39,145,76.8,2006-11-09
-39,145.625,70.06,2006-11-09
-38.5,143.125,69.03,2006-11-09
-38.5,143.75,67.54,2006-11-09
-38.5,144.375,75.74,2006-11-09
-38.5,145,68.86,2006-11-09
-38.5,145.625,63.92,2006-11-09
-38,143.125,60.81,2006-11-09
-38,143.75,61.6,2006-11-09
-38,144.375,64.75,2006-11-09
-38,145,61.75,2006-11-09
-38,145.625,52.83,2006-11-09
-40,143.125,85.43,2006-11-10
-40,143.75,84.03,2006-11-10
-40,144.375,83.15,2006-11-10
-40,145,83.31,2006-11-10
-40,145.625,83.18,2006-11-10
-39.5,143.125,83.94,2006-11-10
-39.5,143.75,83.04,2006-11-10
-39.5,144.375,82.59,2006-11-10
-39.5,145,82.62,2006-11-10
-39.5,145.625,82.96,2006-11-10
-39,143.125,83.69,2006-11-10
-39,143.75,81.26,2006-11-10
-39,144.375,83.22,2006-11-10
-39,145,83.61,2006-11-10
-39,145.625,82.19,2006-11-10
-38.5,143.125,71.7,2006-11-10
-38.5,143.75,68.69,2006-11-10
-38.5,144.375,76.21,2006-11-10
-38.5,145,78.47,2006-11-10
-38.5,145.625,70.99,2006-11-10
-38,143.125,62.67,2006-11-10
-38,143.75,59.56,2006-11-10
-38,144.375,63.43,2006-11-10
-38,145,66.58,2006-11-10
-38,145.625,60.16,2006-11-10
-40,143.125,92.63,2006-11-11
-40,143.75,88.98,2006-11-11
-40,144.375,86.57,2006-11-11
-40,145,86.53,2006-11-11
-40,145.625,86.93,2006-11-11
-39.5,143.125,88.87,2006-11-11
-39.5,143.75,86.33,2006-11-11
-39.5,144.375,87.92,2006-11-11
-39.5,145,88.95,2006-11-11
-39.5,145.625,88.79,2006-11-11
-39,143.125,87.76,2006-11-11
-39,143.75,82.8,2006-11-11
-39,144.375,87.51,2006-11-11
-39,145,88.52,2006-11-11
-39,145.625,86.83,2006-11-11
-38.5,143.125,69.53,2006-11-11
-38.5,143.75,70.9,2006-11-11
-38.5,144.375,80.81,2006-11-11
-38.5,145,82.64,2006-11-11
-38.5,145.625,75.04,2006-11-11
-38,143.125,62.49,2006-11-11
-38,143.75,60.9,2006-11-11
-38,144.375,65.18,2006-11-11
-38,145,70.25,2006-11-11
-38,145.625,65.75,2006-11-11
-40,143.125,87.45,2006-11-12
-40,143.75,86.25,2006-11-12
-40,144.375,86.04,2006-11-12
-40,145,87.55,2006-11-12
-40,145.625,88.59,2006-11-12
-39.5,143.125,86.42,2006-11-12
-39.5,143.75,85.18,2006-11-12
-39.5,144.375,86.3,2006-11-12
-39.5,145,88.17,2006-11-12
-39.5,145.625,88.29,2006-11-12
-39,143.125,86.18,2006-11-12
-39,143.75,82.45,2006-11-12
-39,144.375,83.67,2006-11-12
-39,145,85.44,2006-11-12
-39,145.625,84.23,2006-11-12
-38.5,143.125,73.49,2006-11-12
-38.5,143.75,70.91,2006-11-12
-38.5,144.375,74.69,2006-11-12
-38.5,145,76.71,2006-11-12
